geoid,d_rent,d_bike_km,d_income,d_pct_white,d_pct_poverty,d_pop_density,base_rent,base_bike_km,base_income
17031030601,430,0.8968093935910368,19172,-0.08797669985020817,-0.08040382640448684,3451.420046041316,731,0,32636
17031030603,354,0.9097193234766064,27704,0.11336305611907849,-0.11057442259634293,706.5351149546841,759,0,26596
17031030604,255,0.387891461099206,7006,0.03169784780821039,0.03396890652710208,907.4175682834975,925,0,42810
17031030701,284,0.4060090443080392,13150,-0.03615170425444392,-0.028136465430981084,-4365.627942227602,720,0,34464
17031030702,460,0,1484,-0.1466954282488263,0.12255989440455461,42754.748167264916,973,0,67566
17031030703,385,1.3588722413902128,16354,-0.09302402850245806,0.05106868534294226,1606.6443738059952,763,0,40313
17031030706,485,0.6095441063297008,15166,0.05157425198367027,-0.07232210388841649,-1939.818931034879,968,0,38977
17031030800,439,2.2553728530939443,23826,0.08418688818767461,-0.03879516386265294,-458.0187068059249,1153,0,72243
17031030900,479,0.5402445045343245,32517,0.07502955911084508,0.019952130181436295,-22.03833067501091,1208,0,69792
17031031000,692,1.5179746916494312,57593,0.024397321668475858,-0.014433995967784052,678.7708304980451,969,0,63433
17031031100,505,2.15069311602126,29055,0.15292815854469677,0.05231759717669787,1394.5972233638222,1005,0,49955
17031031200,364,2.43318831783307,7739,-0.13046064251132422,-0.025735513154613865,1815.2710482624425,496,0,16650
17031031300,378,0.32492071451779625,31668,0.19078017656296486,-0.10846998901611582,-516.121488134615,724,0,32930
17031031400,352,2.3458551700981443,18776,0.013441697803469488,-0.06713660299956148,-458.4652040153396,1109,0,63750
17031031501,183,1.041252866351762,23849,0.016043249561659867,-0.0047373152593515044,6149.267593140306,721,0,25040
17031031502,442,0.24155329499146325,18224,0.11621824500743971,-0.10804504724901726,-2664.056851934085,662,0,28964
17031031700,576,2.4953312927159255,43121,0.07777593539587369,-0.11915840964265853,-1226.667090325076,711,0,41645
17031031800,619,1.6586745220970793,18032,-0.16725988517515322,-0.04064308180187674,1228.3168663681754,830,0,62841
17031031900,415,0.6705789673179225,26591,-0.008822307347425729,-0.13031007599993713,287.0782191309172,981,0,67273
17031032100,414,0.8889902222118018,23788,-0.1507621945746198,-0.04542807326364387,1006.5577399565846,871,0,45525
17031040100,581,2.94615810251581,38276,0.014703440816152047,-0.0472974363188013,-14.99387488242769,906,0,55300
17031040201,386,2.5559811312976612,39012,0.055560628381038146,-0.10721858077076732,1100.4274174766815,1076,0,60612
17031040202,486,2.1307534008496343,14689,-0.21148106808524103,0.0013997639757735714,2101.473368763718,941,0,43604
17031040300,213,1.7655037002155545,18854,-0.07361672623387566,0.06376462671669308,782.1383557655104,1202,0,68125
17031040401,686,1.4153060710500325,39944,-0.032118897414079806,-0.12810901518628673,670.0872982768051,1039,0,67139
17031040402,669,1.902313353288793,32394,0.11926746504739283,-0.022067205979627955,70.78085490487774,991,0,61738
17031040600,746,2.3391446629125223,31330,0.05204183855517974,-0.015996887715763478,703.9681708911921,979,0,66266
17031040700,414,2.424301731236327,36789,0.0010562782868911436,0.03219071522126379,1681.458811517883,1197,0,68611
